WAR_11_replaced_2
550,5.65454,1.84833,2.88013,-1.91488,7,255,0
551,5.65454,1.84833,2.78293,-1.91488,7,255,0
552,5.65454,1.84833,2.68615,-1.91488,7,255,0
553,5.65454,1.84833,2.59764,-1.91488,7,255,0
554,5.65454,1.84833,2.5239,-1.91488,7,255,0
555,5.65454,1.84833,2.47013,-1.91488,7,255,0
556,5.65454,1.84833,2.44019,-1.91488,7,255,0
557,5.65454,1.84833,2.43663,-1.91488,7,255,0
558,5.65454,1.84833,2.46064,-1.91488,7,255,0
559,5.65454,1.84833,2.51212,-1.91488,7,255,0
560,5.65454,1.84833,2.58961,-1.91488,7,255,0
561,5.65454,1.84833,2.69035,-1.91488,7,255,0
562,5.65454,1.84833,2.80937,-1.91488,7,255,0
563,5.65454,1.84833,2.93575,-1.91488,7,255,0
564,5.65454,1.84833,2.96921,-1.91488,7,255,0
565,5.65454,1.84833,2.96921,-1.91488,7,255,0
566,5.65454,1.84833,2.96921,-1.91488,7,255,0
567,5.65454,1.84833,2.96921,-1.91488,7,255,0
568,5.65454,1.84833,2.96921,-1.91488,7,255,0
569,5.65454,1.84833,2.96921,-1.91488,7,255,0
570,5.65454,1.84833,2.96921,-1.91488,7,255,0
571,5.65454,1.84833,2.96921,-1.91488,7,255,0
572,5.65454,1.84833,2.96921,-1.91488,7,255,0
573,5.65454,1.84833,2.96921,-1.91488,7,255,0
574,5.65454,1.84833,2.96921,-1.91488,7,255,0
575,5.65454,1.84833,2.96733,-1.91488,7,255,0
576,5.65454,1.84833,2.91172,-1.91488,7,255,0
577,5.65454,1.84833,2.87525,-1.91488,7,255,0
578,5.65454,1.84833,2.83171,-1.91488,7,255,0
579,5.65454,1.84833,2.78691,-1.91488,7,255,0
580,5.65454,1.84833,2.7466,-1.91488,7,255,0
581,5.65454,1.84833,2.71538,-1.91488,7,255,0
582,5.65454,1.84833,2.69671,-1.91488,7,255,0
583,5.65454,1.84833,2.69286,-1.91488,7,255,0
584,5.65454,1.84833,2.705,-1.91488,7,255,0
585,5.65454,1.84833,2.73311,-1.91488,7,255,0
586,5.65454,1.84833,2.77604,-1.91488,7,255,0
587,5.65454,1.84833,2.83147,-1.91488,7,255,0
588,5.65454,1.84833,2.89595,-1.91488,7,255,0
589,5.65454,1.84833,2.96486,-1.91488,7,255,0
590,5.65454,1.84833,2.96921,-1.91488,7,255,0
591,5.65454,1.84833,2.96921,-1.91488,7,255,0
592,5.65454,1.84833,2.96921,-1.91488,7,255,0
593,5.65454,1.84833,2.96921,-1.91488,7,255,0
594,5.65454,1.84833,2.96921,1.55537,7,255,0
595,5.65454,1.86954,2.93563,1.55537,7,255,0
596,5.65454,1.89076,2.84383,1.55537,7,255,0
597,5.65454,1.91197,2.74337,1.55537,7,255,0
598,5.65454,1.93318,2.64446,1.55537,7,255,0
599,5.65454,1.9544,2.55615,1.55537,7,255,0
600,5.65454,1.97561,2.48634,1.55537,7,255,0
601,5.65454,1.99682,2.44176,1.55537,7,255,0
602,5.65454,2.01804,2.42797,1.55537,7,255,0
603,5.65454,2.03925,2.44938,1.55537,7,255,0
604,5.65454,2.06047,2.50923,1.55537,7,255,0
605,5.65454,2.08168,2.6096,1.55537,7,255,0
606,5.65454,2.10289,2.7514,1.55537,7,255,0
607,5.65454,2.12411,2.91145,1.55537,7,255,0
608,5.65454,2.14532,3.04101,1.55537,7,255,0
609,5.65454,2.16653,3.13767,1.55537,7,255,0
610,5.65454,2.18775,3.19866,1.55537,7,255,0
611,5.65454,2.20896,3.22874,1.55537,7,255,0
612,5.65454,2.23017,3.23334,1.55537,7,255,0
613,5.65454,2.25139,3.21849,1.55537,7,255,0
614,5.65454,2.2726,3.19076,1.55537,7,255,0
615,5.65454,2.29381,3.15699,1.55537,7,255,0
616,5.65454,2.31503,3.12411,1.55537,7,255,0
617,5.65454,2.33624,3.09895,1.55537,7,255,0
618,5.65454,2.35746,3.08803,1.55537,7,255,0
619,5.65454,2.37867,3.0974,1.55537,7,255,0
620,5.65454,2.37867,3.0926,1.55537,7,255,0
621,5.65454,2.37867,3.11793,1.55537,7,255,0
622,5.65454,2.37867,3.16323,1.55537,7,255,0
623,5.65454,2.37867,3.20194,1.55537,7,255,0
624,5.65454,2.37867,3.23381,1.55537,7,255,0
625,5.65454,2.37867,3.25964,1.55537,7,255,0
626,5.65454,2.37867,3.28039,1.55537,7,255,0
627,5.65454,2.37867,3.29712,1.55537,7,255,0
628,5.65454,2.37867,3.31094,1.55537,7,255,0
629,5.65454,2.37867,3.32297,1.55537,7,255,0
630,5.65454,2.37867,3.33424,1.55537,7,255,0
631,5.65454,2.37867,3.34569,1.55537,7,255,0
632,5.65454,2.37867,3.35807,1.55537,7,255,0
633,5.65454,2.37867,3.37189,1.55537,7,255,0
634,5.65454,2.37867,3.38739,1.55537,7,255,0
635,5.65454,2.37867,3.40446,1.55537,7,255,0
636,5.65454,2.37867,3.42259,1.55537,7,255,0
637,5.65454,2.37867,3.44131,1.55537,7,255,0
638,5.65454,2.37867,3.45856,1.55537,7,255,0
639,5.65454,2.37867,3.47112,1.55537,7,255,0
640,5.65454,2.37867,3.47112,1.55537,7,255,0
641,5.65454,2.37867,3.47112,1.55537,7,255,0
642,5.65454,2.37867,3.47112,1.55537,7,255,0
643,5.65454,2.37867,3.47112,1.55537,7,255,0
644,5.65454,2.37867,3.47112,1.55537,7,255,0
645,5.65454,2.37867,3.47112,1.55537,7,255,0
646,5.65454,2.37867,3.47112,1.55537,7,255,0
647,5.65454,2.37867,3.47112,1.55537,7,255,0
648,5.65454,2.37867,3.47112,1.55537,7,255,0
649,5.65454,2.37867,3.47112,1.55537,7,255,0
650,5.65454,2.37867,3.47112,1.55537,7,255,0
651,5.65454,2.37867,3.47112,1.55537,7,255,0
652,5.65454,2.37867,3.47112,1.55537,7,255,0
653,5.65454,2.37867,3.47112,1.55537,7,255,0
654,5.65454,2.37867,3.47112,1.55537,7,255,0
655,5.65454,2.37867,3.47112,1.55537,7,255,0
656,5.65454,2.37867,3.47112,1.55537,7,255,0
657,5.65454,2.37867,3.47112,1.55537,7,255,0
658,5.65454,2.37867,3.47112,1.55537,7,255,0
659,5.65454,2.37867,3.47112,1.55537,7,255,0
660,5.65454,2.37867,3.47112,1.55537,7,255,0
661,5.65454,2.37867,3.47112,1.55537,7,255,0
662,5.65454,2.37867,3.47112,1.55537,7,255,0
663,5.65454,2.37867,3.47112,1.55537,7,255,0
664,5.65454,2.37867,3.47112,1.55537,7,255,0
665,5.65454,2.37867,3.47112,1.55537,7,255,0
666,5.65454,2.37867,3.47112,1.55537,7,255,0
667,5.65454,2.37867,3.47112,1.55537,7,255,0
668,5.65454,2.37867,3.47112,1.55537,7,255,0
669,5.65454,2.37867,3.47112,1.55537,7,255,0
670,5.65454,2.37867,3.47112,1.55537,7,255,0
671,5.65454,2.37867,3.47112,1.55537,7,255,0
672,5.65454,2.37867,3.47112,1.55537,7,255,0
673,5.65454,2.37867,3.47112,1.55537,7,255,0
674,5.65454,2.37867,3.47112,1.55537,7,255,0
