1,0.0,0.0,1.5,1,0,255,0,0.0
2,0.0009210034622810781,0.0,1.5,0.009210034622810781,0,254,0,0.0
3,0.003692696802318096,0.0,1.5,0.02771693340037018,2,252,0,0.0
4,0.008326655253767967,0.0,1.5,0.04633958451449871,6,248,0,0.0
5,0.014832355082035065,0.0,1.5,0.06505699828267097,10,244,0,0.0
6,0.02321694605052471,0.0,1.5,0.08384590968489647,16,238,0,0.0
7,0.033485013991594315,0.0,1.5,0.10268067941069603,24,230,0,0.0
8,0.04563836008310318,0.0,1.5,0.12153346091508865,32,222,0,0.0
9,0.059675708413124084,0.0,1.5,0.14037348330020905,42,212,0,0.0
10,0.07559249550104141,0.0,1.5,0.15916787087917328,53,201,0,0.0
11,0.09338056296110153,0.0,1.5,0.1778806746006012,65,189,0,0.0
12,0.1130278930068016,0.0,1.5,0.19647330045700073,78,176,0,0.0
13,0.13451842963695526,0.0,1.5,0.21490536630153656,91,163,0,0.0
14,0.157831609249115,0.0,1.5,0.2331317961215973,105,149,0,0.0
15,0.18294233083724976,0.0,1.5,0.25110721588134766,120,134,0,0.0
16,0.20982064306735992,0.0,1.5,0.2687831223011017,134,120,0,0.0
17,0.23843136429786682,0.0,1.5,0.28610721230506897,149,105,0,0.0
18,0.26873406767845154,0.0,1.5,0.30302703380584717,163,91,0,0.0
19,0.30068275332450867,0.0,1.5,0.3194868564605713,176,78,0,0.0
20,0.3342258930206299,0.0,1.5,0.33543139696121216,189,65,0,0.0
21,0.3693060278892517,0.0,1.5,0.35080134868621826,201,53,0,0.0
22,0.4058598279953003,0.0,1.5,0.36553800106048584,212,42,0,0.0
23,0.44381824135780334,0.0,1.5,0.3795841336250305,222,32,0,0.0
24,0.48310622572898865,0.0,1.5,0.392879843711853,230,24,0,0.0
25,0.5236428380012512,0.0,1.5,0.40536612272262573,238,16,0,0.0
26,0.565341591835022,0.0,1.5,0.4169875383377075,244,10,0,0.0
27,0.6081106662750244,0.0,1.5,0.4276907444000244,248,6,0,0.0
28,0.6518529057502747,0.0,1.5,0.43742239475250244,252,2,0,0.0
29,0.6964662075042725,0.0,1.5,0.446133017539978,254,0,0,0.0
30,0.7418442964553833,0.0,1.5,0.4537808895111084,255,0,0,0.0
31,0.7878764271736145,0.0,1.5,0.460321307182312,254,0,0,0.0
32,0.8344489336013794,0.0,1.5,0.4657250642776489,251,0,3,0.0
33,0.8814448118209839,0.0,1.5,0.4699587821960449,246,0,8,0.0
34,0.9287447929382324,0.0,1.5,0.47299981117248535,240,0,14,0.0
35,0.9762277603149414,0.0,1.5,0.47482967376708984,232,0,22,0.0
36,1.0237720012664795,0.0,1.5,0.47544240951538086,222,0,32,0.0
37,1.0712552070617676,0.0,1.5,0.47483205795288086,211,0,44,0.0
38,1.1185550689697266,0.0,1.5,0.47299861907958984,198,0,56,0.0
39,1.165550947189331,0.0,1.5,0.4699587821960449,184,0,71,0.0
40,1.2121233940124512,0.0,1.5,0.46572446823120117,169,0,86,0.0
41,1.258155345916748,0.0,1.5,0.46031951904296875,154,0,102,0.0
42,1.3035335540771484,0.0,1.5,0.4537820816040039,137,0,119,0.0
43,1.3481470346450806,0.0,1.5,0.4461348056793213,121,0,135,0.0
44,1.3918890953063965,0.0,1.5,0.4374206066131592,105,0,152,0.0
45,1.4346582889556885,0.0,1.5,0.4276919364929199,89,0,168,0.0
46,1.476357102394104,0.0,1.5,0.4169881343841553,74,0,183,0.0
47,1.5168935060501099,0.0,1.5,0.4053640365600586,60,1,198,0.0
48,1.5561814308166504,0.0,1.5,0.3928792476654053,47,1,210,0.0
49,1.5941399335861206,0.0,1.5,0.37958502769470215,36,1,222,0.0
50,1.6306936740875244,0.0,1.5,0.3655374050140381,26,1,232,0.0
51,1.665773868560791,0.0,1.5,0.350801944732666,18,2,240,0.0
52,1.6993169784545898,0.0,1.5,0.3354310989379883,12,2,246,0.0
53,1.7312660217285156,0.0,1.5,0.3194904327392578,7,2,251,0.0
54,1.7615686655044556,0.0,1.5,0.3030264377593994,4,2,254,0.0
55,1.7901792526245117,0.0,1.5,0.2861058712005615,4,3,255,0.0
56,1.8170576095581055,0.0,1.5,0.2687835693359375,4,4,254,0.0
57,1.8421683311462402,0.0,1.5,0.25110721588134766,6,6,252,0.0
58,1.8654816150665283,0.0,1.5,0.23313283920288086,8,10,248,0.0
59,1.886972188949585,0.0,1.5,0.2149057388305664,12,15,243,0.0
60,1.9066195487976074,0.0,1.5,0.1964735984802246,16,22,237,0.0
61,1.9244072437286377,0.0,1.5,0.17787694931030273,22,30,229,0.0
62,1.9403245449066162,0.0,1.5,0.15917301177978516,28,39,220,0.0
63,1.9543616771697998,0.0,1.5,0.14037132263183594,36,50,210,0.0
64,1.9665148258209229,0.0,1.5,0.12153148651123047,44,61,198,0.0
65,1.9767827987670898,0.0,1.5,0.10267972946166992,53,74,186,0.0
66,1.9851677417755127,0.0,1.5,0.08384943008422852,63,87,173,0.0
67,1.991673231124878,0.0,1.5,0.06505489349365234,73,101,159,0.0
68,1.996307134628296,0.0,1.5,0.04633903503417969,83,115,144,0.0
